"date","id","block","trial","word","font","valence","resp","rt","wf_kf","val_mn","arous_mn","domin_mn","val_sd","arous_sd","domin_sd","course","cnt"
"2022-09-25_22h22.33.195",1303,"emotional",28,"swamp","blue","neutral","d",554,5,5.14,4.86,5.29,2.24,2.36,1.63,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",29,"sunrise","blue","positive","d",547,10,7.86,5.06,5.29,1.35,3.05,2.41,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",30,"drown","orange","negative","j",728,3,1.92,6.57,2.86,1.48,2.33,1.99,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",31,"seat","orange","neutral","j",432,54,4.95,2.95,4.84,0.98,1.72,1.88,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",32,"beauty","orange","positive","j",403,71,7.82,4.95,5.53,1.16,2.57,2.1,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",33,"afraid","orange","negative","j",411,57,2,6.67,3.98,1.28,2.54,2.63,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",34,"stiff","orange","neutral","j",398,21,4.68,4.02,4.93,1.97,2.41,2.04,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",35,"abuse","blue","negative","k",633,18,1.8,6.83,3.69,1.23,2.7,2.94,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",36,"insecure","orange","negative","j",611,3,2.36,5.56,2.33,1.33,2.34,1.95,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",37,"mutilate","green","negative","f",712,3,1.82,6.41,3.41,1.45,2.94,2.71,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",38,"troubled","orange","negative","j",813,31,2.17,5.94,3.91,1.21,2.36,2.33,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",39,"tragedy","green","negative","f",1546,49,1.78,6.24,3.5,1.31,2.64,2.34,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",40,"laughter","orange","positive","j",1201,22,8.45,6.75,6.45,1.08,2.5,2.45,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",41,"rainbow","blue","positive","d",1309,4,8.14,4.64,4.72,1.23,2.88,2.37,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",42,"sexy","yellow","positive","k",799,2,8.02,7.36,6.82,1.12,1.91,2.13,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",43,"sickness","orange","negative","j",661,6,2.25,5.61,3.84,1.71,2.67,2.5,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",44,"fame","green","positive","f",1268,18,7.93,6.55,6.85,1.29,2.46,2.14,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",45,"tool","yellow","neutral","k",1194,40,5.19,4.33,5.67,1.27,1.78,1.62,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",46,"poison","yellow","negative","k",546,10,1.98,6.05,3.1,1.44,2.82,2.44,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",47,"thrill","orange","positive","j",2039,5,8.05,8.02,6.54,1.48,1.65,2.3,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",48,"burial","yellow","negative","k",737,11,2.05,5.08,3.55,1.41,2.4,1.95,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",49,"accident","green","negative","f",762,33,2.05,6.26,3.76,1.19,2.87,2.22,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",50,"kerosene","yellow","neutral","k",677,6,4.8,4.34,4.63,1.59,2.51,1.99,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",51,"tease","orange","neutral","j",1465,6,4.84,5.87,4.67,2.51,2.56,2.37,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",52,"cliff","yellow","neutral","k",749,11,4.67,6.25,4.35,2.08,2.15,2.11,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",53,"sunset","green","positive","f",547,14,7.68,4.2,5.66,1.72,2.99,2.08,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",54,"lonely","blue","negative","d",403,25,2.17,4.51,2.95,1.76,2.68,2.12,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",55,"divorce","orange","negative","j",932,29,2.22,6.33,3.26,1.88,2.71,2.24,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",56,"stove","yellow","neutral","k",562,15,4.98,4.51,5.36,1.69,2.14,1.87,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",57,"fearful","blue","negative","d",997,13,2.25,6.33,3.64,1.18,2.28,2.18,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",58,"iron","blue","neutral","d",502,43,4.9,3.76,5.1,1.02,2.06,1.27,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",59,"joke","blue","positive","d",429,22,8.1,6.74,6.15,1.36,1.84,1.86,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",60,"finger","yellow","neutral","k",987,40,5.29,3.78,5.05,1.42,2.42,1.7,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",61,"victim","green","negative","j",663,27,2.18,6.06,2.69,1.48,2.32,2.04,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",62,"corridor","yellow","neutral","k",822,17,4.88,3.63,5,1.14,2.41,1.48,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",63,"elbow","green","neutral","f",516,10,5.12,3.81,4.88,0.92,2.14,1.52,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",64,"merry","orange","positive","j",500,8,7.9,5.9,6.64,1.49,2.42,1.66,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",65,"champion","blue","positive","d",517,23,8.44,5.85,6.5,0.9,3.15,2.85,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",66,"beach","green","positive","f",1116,61,8.03,5.53,5.44,1.59,3.07,2.52,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",67,"taxi","green","neutral","f",569,16,5,3.41,4.64,1.96,2.14,1.83,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",68,"barrel","blue","neutral","d",719,24,5.05,3.36,4.89,1.46,2.28,1.57,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",69,"paradise","yellow","positive","k",766,12,8.72,5.12,6.03,0.6,3.38,2.79,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",70,"pencil","green","neutral","f",1113,34,5.22,3.14,4.78,0.68,1.9,1.73,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",71,"cruel","green","negative","f",472,15,1.97,5.68,4.24,1.67,2.65,2.84,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",72,"disaster","green","negative","f",468,26,1.73,6.33,3.52,1.13,2.7,2.42,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",73,"vomit","green","negative","f",433,3,2.06,5.75,3.58,1.57,2.84,2.45,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",74,"pillow","green","positive","f",365,8,7.92,2.97,4.56,1.4,2.52,2.17,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",75,"ankle","yellow","neutral","k",729,8,5.27,4.16,4.77,1.54,2.03,1.74,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",76,"patent","blue","neutral","d",745,35,5.29,3.5,4.9,1.08,1.84,1.79,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",77,"trophy","green","positive","f",735,8,7.78,5.39,6.44,1.22,2.44,2.32,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",78,"malaria","orange","negative","j",518,3,2.4,4.4,3.22,1.38,2.54,1.9,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",79,"mantel","yellow","neutral","k",453,3,4.93,3.27,4.95,1.4,2.23,1.61,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",80,"misery","yellow","negative","k",549,15,1.93,5.17,2.55,1.6,2.69,1.45,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",81,"jail","yellow","negative","k",464,21,1.95,5.49,3.81,1.27,2.67,2.71,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",82,"hammer","orange","neutral","j",566,9,4.88,4.58,4.75,1.16,2.02,1.88,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",83,"pleasure","orange","positive","j",469,62,8.28,5.74,6.15,0.92,2.81,2.31,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",84,"rage","blue","negative","d",668,16,2.41,8.17,5.68,1.86,1.4,3.01,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",85,"volcano","orange","neutral","j",946,2,4.84,6.33,3.25,2.14,2.21,1.97,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",86,"nonsense","blue","neutral","d",549,13,4.61,4.17,4.9,1.63,2.02,1.55,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",87,"despise","blue","negative","d",485,7,2.03,6.28,4.72,1.38,2.43,2.8,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",88,"triumph","blue","positive","d",428,22,7.8,5.78,6.98,1.83,2.6,2.2,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",89,"birthday","yellow","positive","k",580,18,7.84,6.68,5.89,1.92,2.11,2.61,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",90,"loved","blue","positive","d",699,56,8.64,6.38,6.62,0.71,2.68,2.53,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",91,"hurt","green","negative","f",678,37,1.9,5.85,3.33,1.26,2.49,2.22,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",92,"miracle","orange","positive","j",853,16,8.6,7.65,5.35,0.71,1.67,2.58,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",93,"comedy","orange","positive","j",527,39,8.37,5.85,5.44,0.94,2.81,2.08,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",94,"liberty","yellow","positive","k",636,46,7.98,5.6,6.29,1.22,2.65,2.44,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",95,"desire","orange","positive","j",586,79,7.69,7.35,6.49,1.39,1.76,1.83,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",96,"contents","yellow","neutral","k",594,16,4.89,4.32,4.85,0.89,2.14,1.49,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",97,"context","blue","neutral","d",611,2,5.2,4.22,5.17,1.38,2.24,1.39,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",98,"rescue","green","positive","f",667,15,7.7,6.53,6.45,1.24,2.56,2.29,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",99,"fabric","orange","neutral","j",884,15,5.3,4.14,5.03,1.2,1.98,1.61,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",100,"aloof","blue","neutral","d",565,5,4.9,4.28,4.69,1.92,2.1,1.92,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",101,"hostage","blue","negative","d",549,2,2.2,6.76,2.83,1.8,2.63,2.32,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",102,"chin","blue","neutral","d",453,27,5.29,3.31,5.26,1.27,1.98,1.48,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",103,"honor","yellow","positive","k",682,66,7.66,5.9,6.7,1.24,1.83,2.04,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",104,"umbrella","green","neutral","f",880,8,5.16,3.68,5.42,1.57,1.99,1.91,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",105,"admired","blue","positive","d",878,17,7.74,6.11,7.53,1.84,2.36,1.94,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",106,"engine","green","neutral","f",898,50,5.2,3.98,5,1.18,2.33,1.77,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",107,"sunlight","yellow","positive","k",801,17,7.76,6.1,5.63,1.43,2.3,2.15,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",108,"chair","orange","neutral","j",1315,66,5.08,3.15,4.56,0.98,1.77,1.6,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",109,"stupid","yellow","negative","k",1999,24,2.31,4.72,2.98,1.37,2.71,2.18,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",110,"lucky","green","positive","f",720,21,8.17,6.53,6.05,1.06,2.34,2.25,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",111,"proud","yellow","positive","k",866,50,8.03,5.56,6.74,1.56,3.01,2.73,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",112,"dreadful","yellow","negative","k",478,10,2.26,5.84,4.1,1.91,2.62,2.36,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",113,"snuggle","yellow","positive","k",400,4,7.92,4.16,5.66,1.24,2.8,2.47,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",114,"hatred","yellow","negative","k",397,20,1.98,6.66,4.3,1.92,2.56,2.76,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",115,"improve","blue","positive","d",1085,39,7.65,5.69,6.08,1.16,2.15,2.25,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",116,"defeated","yellow","negative","k",834,15,2.34,5.09,3.11,1.66,3,2.34,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",117,"phase","green","neutral","f",1077,72,5.17,3.98,4.65,0.79,1.82,1.72,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",118,"handsome","orange","positive","j",899,40,7.93,5.95,5.19,1.47,2.73,2.22,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",119,"roach","green","negative","f",897,2,2.35,6.64,4.82,1.7,2.64,2.94,"GCDS",1
"2022-09-25_22h22.33.195",1303,"emotional",120,"terrible","blue","negative","d",874,45,1.93,6.27,3.58,1.44,2.44,2.34,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",1,"yellow","green",NA,"f",2152.9,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",2,"yellow","blue",NA,"d",1119.7,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",3,"green","orange",NA,"f",1049.8,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",4,"green","yellow",NA,"f",1014.8,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",5,"yellow","yellow",NA,"k",1597.3,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",6,"yellow","yellow",NA,"k",1273.8,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",7,"yellow","orange",NA,"j",1284.4,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",8,"orange","orange",NA,"j",915.6,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",9,"green","blue",NA,"d",1132.1,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",10,"orange","orange",NA,"j",1014.8,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",11,"blue","blue",NA,"d",1282.2,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",12,"orange","blue",NA,"d",953.6,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",13,"blue","orange",NA,"f",931,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",14,"green","green",NA,"f",1016.1,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",15,"yellow","yellow",NA,"k",619.5,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",16,"blue","blue",NA,"d",631.4,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",17,"blue","yellow",NA,"k",865.1,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",18,"orange","yellow",NA,"j",882.8,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",19,"orange","orange",NA,"j",783.7,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",20,"green","green",NA,"f",1066.8,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",21,"blue","green",NA,"d",1167.3,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",22,"green","green",NA,"f",1016.3,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",23,"orange","green",NA,"f",1032.5,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"practice",24,"blue","blue",NA,"d",985.5,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",1,"green","orange",NA,"j",1099,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",2,"orange","green",NA,"f",1049,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",3,"blue","orange",NA,"j",783.3,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",4,"yellow","yellow",NA,"k",651.6,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",5,"green","blue",NA,"d",901.4,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",6,"orange","orange",NA,"j",733.5,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",7,"orange","orange",NA,"j",549.6,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",8,"yellow","yellow",NA,"k",634.4,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",9,"orange","blue",NA,"d",754.1,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",10,"blue","yellow",NA,"k",849.6,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",11,"blue","green",NA,"f",1633.1,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",12,"blue","blue",NA,"d",1002.6,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",13,"orange","green",NA,"f",1000.1,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",14,"yellow","yellow",NA,"k",700,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",15,"yellow","yellow",NA,"k",601.1,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",16,"green","yellow",NA,"k",967.3,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",17,"green","yellow",NA,"k",466.2,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",18,"blue","orange",NA,"j",786.4,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",19,"orange","blue",NA,"d",934.1,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",20,"yellow","blue",NA,"d",749.5,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",21,"orange","blue",NA,"d",588.8,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",22,"green","green",NA,"f",652.3,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",23,"orange","orange",NA,"j",835.8,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",24,"orange","green",NA,"f",1066.1,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",25,"blue","yellow",NA,"k",1283.5,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",26,"orange","orange",NA,"j",1019.9,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",27,"orange","orange",NA,"j",631.6,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",28,"green","orange",NA,"f",1068.4,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",29,"blue","yellow",NA,"k",974.7,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",30,"orange","orange",NA,"j",766,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",31,"yellow","yellow",NA,"k",747.6,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",32,"blue","orange",NA,"d",1212.8,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",33,"orange","yellow",NA,"k",749.9,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",34,"green","green",NA,"f",866.6,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",35,"green","green",NA,"f",582.3,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",36,"yellow","yellow",NA,"k",769.3,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",37,"blue","green",NA,"f",1266.4,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",38,"green","yellow",NA,"k",1500.4,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",39,"orange","orange",NA,"j",971,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",40,"blue","yellow",NA,"k",764.2,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",41,"green","blue",NA,"d",936.4,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",42,"orange","green",NA,"f",1817.5,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",43,"orange","yellow",NA,"k",1349.9,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",44,"green","green",NA,"f",1233,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",45,"blue","blue",NA,"d",899.5,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",46,"green","green",NA,"f",766.6,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",47,"yellow","yellow",NA,"k",636.3,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",48,"blue","blue",NA,"f",666.6,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",49,"green","green",NA,"f",849,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",50,"orange","yellow",NA,"j",1066.7,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",51,"orange","orange",NA,"j",1098.8,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",52,"yellow","yellow",NA,"k",800.9,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",53,"orange","blue",NA,"d",1218.3,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",54,"green","green",NA,"f",699.9,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",55,"blue","blue",NA,"d",600,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",56,"green","blue",NA,"d",882.4,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",57,"orange","orange",NA,"j",716.4,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",58,"yellow","green",NA,"k",701.9,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",59,"green","blue",NA,"f",1533.6,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",60,"yellow","blue",NA,"d",1483,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",61,"green","green",NA,"f",982.4,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",62,"green","green",NA,"f",616.1,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",63,"green","blue",NA,"d",1066.6,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",64,"blue","yellow",NA,"k",915.8,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",65,"yellow","yellow",NA,"k",632.5,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",66,"orange","orange",NA,"j",666.9,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",67,"yellow","green",NA,"f",1215.7,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",68,"orange","green",NA,"f",649.5,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",69,"orange","green",NA,"f",550,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",70,"yellow","blue",NA,"d",1009.5,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",71,"green","green",NA,"f",1084.6,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
"2022-09-26_10h29.15.322",1503,"stroop",72,"blue","yellow",NA,"k",1017.4,NA,NA,NA,NA,NA,NA,NA,"GCDS",1
